date,time,Ticker,Open,High,Low,Close,Volume
2025-09-19,09:15:00,TATAMOTORS.NS,713.5,713.5,709.6500244140625,713.0,0
2025-09-19,09:20:00,TATAMOTORS.NS,712.7999877929688,713.0,710.0,710.2000122070312,226729
2025-09-19,09:25:00,TATAMOTORS.NS,710.2000122070312,711.4000244140625,709.5999755859375,711.2999877929688,131692
2025-09-19,09:30:00,TATAMOTORS.NS,711.0999755859375,711.2000122070312,709.7000122070312,709.9000244140625,156988
2025-09-19,09:35:00,TATAMOTORS.NS,709.9000244140625,710.75,709.7999877929688,710.4500122070312,123891
2025-09-19,09:40:00,TATAMOTORS.NS,710.5,710.9000244140625,709.5,710.2000122070312,110432
2025-09-19,09:45:00,TATAMOTORS.NS,710.0,710.4000244140625,709.9000244140625,710.0999755859375,96318
2025-09-19,09:50:00,TATAMOTORS.NS,710.0499877929688,710.2999877929688,709.9000244140625,710.2000122070312,98629
2025-09-19,09:55:00,TATAMOTORS.NS,710.1500244140625,710.1500244140625,708.5,708.7999877929688,159063
2025-09-19,10:00:00,TATAMOTORS.NS,708.75,708.7999877929688,708.0999755859375,708.5999755859375,139624
2025-09-19,10:05:00,TATAMOTORS.NS,708.5999755859375,709.9000244140625,708.4500122070312,709.5499877929688,100691
2025-09-19,10:10:00,TATAMOTORS.NS,709.5999755859375,709.9000244140625,709.0,709.3499755859375,78572
2025-09-19,10:15:00,TATAMOTORS.NS,709.3499755859375,709.4500122070312,708.8499755859375,709.0999755859375,79286
2025-09-19,10:20:00,TATAMOTORS.NS,709.1500244140625,710.2000122070312,709.0,710.1500244140625,57629
2025-09-19,10:25:00,TATAMOTORS.NS,710.2000122070312,711.4000244140625,710.1500244140625,711.0,168155
2025-09-19,10:30:00,TATAMOTORS.NS,710.9500122070312,711.2000122070312,710.2999877929688,710.5,89743
2025-09-19,10:35:00,TATAMOTORS.NS,710.5,711.2999877929688,710.3499755859375,711.0999755859375,47858
2025-09-19,10:40:00,TATAMOTORS.NS,711.1500244140625,711.2000122070312,711.0,711.1500244140625,28322
2025-09-19,10:45:00,TATAMOTORS.NS,711.0999755859375,711.0999755859375,710.2000122070312,710.5499877929688,42807
2025-09-19,10:50:00,TATAMOTORS.NS,710.5,710.5499877929688,710.0,710.0999755859375,76585
2025-09-19,10:55:00,TATAMOTORS.NS,710.0999755859375,710.0999755859375,709.2999877929688,709.75,124211
2025-09-19,11:00:00,TATAMOTORS.NS,709.7999877929688,709.8499755859375,709.2000122070312,709.25,76298
2025-09-19,11:05:00,TATAMOTORS.NS,709.2000122070312,709.5,709.0,709.4000244140625,62705
2025-09-19,11:10:00,TATAMOTORS.NS,709.5,709.7000122070312,709.2999877929688,709.4000244140625,43949
2025-09-19,11:15:00,TATAMOTORS.NS,709.4000244140625,709.5499877929688,709.2000122070312,709.5,27823
2025-09-19,11:20:00,TATAMOTORS.NS,709.5,709.5999755859375,709.2000122070312,709.5999755859375,37591
2025-09-19,11:25:00,TATAMOTORS.NS,709.5999755859375,709.75,709.5,709.6500244140625,55950
2025-09-19,11:30:00,TATAMOTORS.NS,709.7000122070312,709.7000122070312,709.2999877929688,709.4500122070312,70733
2025-09-19,11:35:00,TATAMOTORS.NS,709.4500122070312,709.6500244140625,709.2999877929688,709.5499877929688,23825
2025-09-19,11:40:00,TATAMOTORS.NS,709.5499877929688,710.5499877929688,709.5499877929688,710.0499877929688,128081
2025-09-19,11:45:00,TATAMOTORS.NS,710.0999755859375,710.1500244140625,709.5999755859375,709.6500244140625,37336
2025-09-19,11:50:00,TATAMOTORS.NS,709.7000122070312,709.7000122070312,709.3499755859375,709.4000244140625,29951
2025-09-19,11:55:00,TATAMOTORS.NS,709.4000244140625,709.6500244140625,709.2000122070312,709.5999755859375,36058
2025-09-19,12:00:00,TATAMOTORS.NS,709.6500244140625,709.6500244140625,709.0999755859375,709.1500244140625,50687
2025-09-19,12:05:00,TATAMOTORS.NS,709.1500244140625,709.4000244140625,709.1500244140625,709.3499755859375,44063
2025-09-19,12:10:00,TATAMOTORS.NS,709.2999877929688,709.3499755859375,709.0,709.1500244140625,59838
2025-09-19,12:15:00,TATAMOTORS.NS,709.1500244140625,709.4000244140625,709.0,709.0999755859375,34878
2025-09-19,12:20:00,TATAMOTORS.NS,709.2000122070312,709.2000122070312,708.2999877929688,708.5,94472
2025-09-19,12:25:00,TATAMOTORS.NS,708.5999755859375,708.9500122070312,708.5499877929688,708.7999877929688,53419
2025-09-19,12:30:00,TATAMOTORS.NS,708.7999877929688,710.3499755859375,708.7999877929688,710.2999877929688,96657
2025-09-19,12:35:00,TATAMOTORS.NS,710.4000244140625,710.4000244140625,710.1500244140625,710.2999877929688,33250
2025-09-19,12:40:00,TATAMOTORS.NS,710.25,710.75,710.25,710.4500122070312,76812
2025-09-19,12:45:00,TATAMOTORS.NS,710.4000244140625,710.4000244140625,709.7999877929688,709.7999877929688,55507
2025-09-19,12:50:00,TATAMOTORS.NS,709.7999877929688,710.7000122070312,709.5,709.75,93271
2025-09-19,12:55:00,TATAMOTORS.NS,709.75,711.0,709.7000122070312,710.2999877929688,177990
2025-09-19,13:00:00,TATAMOTORS.NS,710.3499755859375,711.7999877929688,710.25,711.75,178276
2025-09-19,13:05:00,TATAMOTORS.NS,711.7000122070312,711.9000244140625,711.0999755859375,711.1500244140625,102888
2025-09-19,13:10:00,TATAMOTORS.NS,711.1500244140625,712.3499755859375,711.0999755859375,711.9500122070312,129701
2025-09-19,13:15:00,TATAMOTORS.NS,711.9500122070312,712.0499877929688,711.8499755859375,711.9500122070312,75728
2025-09-19,13:20:00,TATAMOTORS.NS,711.9500122070312,712.0,711.5499877929688,711.9000244140625,68802
2025-09-19,13:25:00,TATAMOTORS.NS,711.9000244140625,712.0,711.4500122070312,712.0,56225
2025-09-19,13:30:00,TATAMOTORS.NS,712.0,712.4000244140625,711.9000244140625,712.25,94908
2025-09-19,13:35:00,TATAMOTORS.NS,712.25,712.9000244140625,711.3499755859375,712.0499877929688,163112
2025-09-19,13:40:00,TATAMOTORS.NS,712.0,712.2000122070312,710.9000244140625,711.0,74810
2025-09-19,13:45:00,TATAMOTORS.NS,710.9500122070312,711.0,710.5499877929688,710.7000122070312,51421
2025-09-19,13:50:00,TATAMOTORS.NS,710.6500244140625,711.2000122070312,710.5999755859375,711.0,120745
2025-09-19,13:55:00,TATAMOTORS.NS,711.0,711.2999877929688,710.5499877929688,710.75,132164
2025-09-19,14:00:00,TATAMOTORS.NS,710.75,710.9000244140625,710.2999877929688,710.3499755859375,85762
2025-09-19,14:05:00,TATAMOTORS.NS,710.2999877929688,710.3499755859375,710.0,710.0499877929688,93437
2025-09-19,14:10:00,TATAMOTORS.NS,710.0499877929688,710.1500244140625,709.8499755859375,710.0,43764
2025-09-19,14:15:00,TATAMOTORS.NS,710.0999755859375,710.1500244140625,709.3499755859375,709.4500122070312,88211
2025-09-19,14:20:00,TATAMOTORS.NS,709.4500122070312,709.4500122070312,708.8499755859375,709.25,117528
2025-09-19,14:25:00,TATAMOTORS.NS,709.1500244140625,709.6500244140625,709.1500244140625,709.4500122070312,41119
2025-09-19,14:30:00,TATAMOTORS.NS,709.5,709.8499755859375,709.0499877929688,709.3499755859375,103956
2025-09-19,14:35:00,TATAMOTORS.NS,709.3499755859375,709.6500244140625,709.2999877929688,709.5999755859375,34423
2025-09-19,14:40:00,TATAMOTORS.NS,709.5999755859375,710.0,709.5999755859375,709.7999877929688,53300
2025-09-19,14:45:00,TATAMOTORS.NS,709.8499755859375,710.0,709.75,709.9500122070312,44335
2025-09-19,14:50:00,TATAMOTORS.NS,709.9500122070312,710.0,709.9000244140625,710.0,61388
2025-09-19,14:55:00,TATAMOTORS.NS,710.0,710.0,709.5499877929688,709.7000122070312,58177
2025-09-19,15:00:00,TATAMOTORS.NS,709.6500244140625,709.6500244140625,708.1500244140625,708.4000244140625,661622
2025-09-19,15:05:00,TATAMOTORS.NS,708.3499755859375,709.5499877929688,708.3499755859375,708.8499755859375,818680
2025-09-19,15:10:00,TATAMOTORS.NS,708.7999877929688,709.0,707.7999877929688,707.9000244140625,797696
2025-09-19,15:15:00,TATAMOTORS.NS,707.9000244140625,708.0,706.7999877929688,707.1500244140625,911101
2025-09-19,15:20:00,TATAMOTORS.NS,707.0999755859375,707.0999755859375,706.5,706.5,818379
2025-09-19,15:25:00,TATAMOTORS.NS,706.4500122070312,707.0,705.8499755859375,707.0,1587385
2025-09-22,09:15:00,TATAMOTORS.NS,707.25,709.75,701.5999755859375,709.75,0
2025-09-22,09:20:00,TATAMOTORS.NS,709.75,712.0,709.4500122070312,710.2999877929688,490186
