symbol,date,time,Open,High,Low,Close,Volume
TATAMOTORS,2025-06-17,09:45:00,675.6500244140625,675.75,672.0,672.5499877929688,0
TATAMOTORS,2025-06-18,03:45:00,672.1500244140625,679.2999877929688,670.7999877929688,677.9000244140625,4366968
TATAMOTORS,2025-06-18,04:45:00,677.9500122070312,679.0,673.0,674.5,2367642
TATAMOTORS,2025-06-18,05:45:00,674.4500122070312,674.7999877929688,671.5,672.75,833245
TATAMOTORS,2025-06-18,06:45:00,672.9000244140625,673.0,668.7000122070312,670.2000122070312,1161277
TATAMOTORS,2025-06-18,07:45:00,670.2000122070312,670.4500122070312,668.0,668.7000122070312,966032
TATAMOTORS,2025-06-18,08:45:00,668.7000122070312,671.5,668.0499877929688,670.2999877929688,2023944
TATAMOTORS,2025-06-18,09:45:00,670.2999877929688,670.5,669.0,669.75,833192
TATAMOTORS,2025-06-19,03:45:00,670.75,675.9000244140625,670.5499877929688,671.2000122070312,0
TATAMOTORS,2025-06-19,04:45:00,671.2000122070312,671.2000122070312,667.0,669.4000244140625,1733219
TATAMOTORS,2025-06-19,05:45:00,669.2999877929688,671.9000244140625,668.6500244140625,671.2000122070312,896595
TATAMOTORS,2025-06-19,06:45:00,671.0499877929688,672.4000244140625,666.75,669.75,1430079
TATAMOTORS,2025-06-19,07:45:00,669.75,672.9000244140625,668.5999755859375,672.75,1093784
TATAMOTORS,2025-06-19,08:45:00,672.8499755859375,676.0499877929688,671.8499755859375,672.0,2231248
TATAMOTORS,2025-06-19,09:45:00,672.1500244140625,672.75,670.7000122070312,671.4000244140625,865171
TATAMOTORS,2025-06-20,03:45:00,672.9000244140625,677.75,670.1500244140625,672.0499877929688,0
TATAMOTORS,2025-06-20,04:45:00,672.0999755859375,677.4000244140625,672.0,676.25,1520241
TATAMOTORS,2025-06-20,05:45:00,676.25,678.5,675.4000244140625,677.4000244140625,846360
TATAMOTORS,2025-06-20,06:45:00,677.6500244140625,678.5,675.0499877929688,676.8499755859375,990032
TATAMOTORS,2025-06-20,07:45:00,676.8499755859375,677.8499755859375,675.25,675.7999877929688,644945
TATAMOTORS,2025-06-20,08:45:00,675.8499755859375,676.9000244140625,675.2999877929688,676.3499755859375,2854132
TATAMOTORS,2025-06-20,09:45:00,676.2999877929688,676.8499755859375,675.5499877929688,675.5999755859375,2367637
TATAMOTORS,2025-06-23,03:45:00,674.25,675.6500244140625,666.25,668.8499755859375,0
TATAMOTORS,2025-06-23,04:45:00,669.0,673.4500122070312,668.7000122070312,671.0999755859375,1594443
TATAMOTORS,2025-06-23,05:45:00,671.0999755859375,673.7000122070312,670.2999877929688,672.5,1059486
TATAMOTORS,2025-06-23,06:45:00,672.5,672.7999877929688,669.6500244140625,670.5999755859375,1497447
TATAMOTORS,2025-06-23,07:45:00,670.5999755859375,674.9000244140625,670.3499755859375,672.8499755859375,1208042
TATAMOTORS,2025-06-23,08:45:00,672.75,674.0,670.7000122070312,670.9000244140625,1259571
TATAMOTORS,2025-06-23,09:45:00,670.9500122070312,672.0,670.7000122070312,671.25,721393
TATAMOTORS,2025-06-24,03:45:00,679.2000122070312,682.4000244140625,675.0999755859375,682.0,0
TATAMOTORS,2025-06-24,04:45:00,682.0,686.5,681.9500122070312,684.75,2426478
TATAMOTORS,2025-06-24,05:45:00,684.7000122070312,685.4000244140625,683.1500244140625,684.2000122070312,1190177
TATAMOTORS,2025-06-24,06:45:00,684.3499755859375,684.4000244140625,679.6500244140625,680.4000244140625,2111348
TATAMOTORS,2025-06-24,07:45:00,680.2000122070312,680.8499755859375,672.2000122070312,674.4500122070312,2419930
TATAMOTORS,2025-06-24,08:45:00,674.5999755859375,676.25,672.7999877929688,673.5,2522357
TATAMOTORS,2025-06-24,09:45:00,673.7000122070312,674.75,672.8499755859375,674.25,1200380
TATAMOTORS,2025-06-25,03:45:00,677.0,678.4500122070312,673.5,675.0999755859375,2531159
TATAMOTORS,2025-06-25,04:45:00,675.1500244140625,677.0499877929688,674.0999755859375,674.4500122070312,841966
TATAMOTORS,2025-06-25,05:45:00,674.4500122070312,677.4000244140625,674.4500122070312,676.2999877929688,1097291
TATAMOTORS,2025-06-25,06:45:00,676.2999877929688,678.25,675.25,677.6500244140625,1183599
TATAMOTORS,2025-06-25,07:45:00,677.5999755859375,677.8499755859375,674.7000122070312,675.0,1331527
