date,time,Ticker,Open,High,Low,Close,Volume
2025-06-17,06:45:00,TATAMOTORS.NS,679.0499877929688,679.75,676.0,677.5,0
2025-06-17,07:45:00,TATAMOTORS.NS,677.3499755859375,678.3499755859375,677.0,677.5,908638
2025-06-17,08:45:00,TATAMOTORS.NS,677.5,677.6500244140625,675.0999755859375,675.6500244140625,2388567
2025-06-17,09:45:00,TATAMOTORS.NS,675.6500244140625,675.75,672.0,672.5499877929688,1525840
2025-06-18,03:45:00,TATAMOTORS.NS,672.1500244140625,679.2999877929688,670.7999877929688,677.9000244140625,4366968
2025-06-18,04:45:00,TATAMOTORS.NS,677.9500122070312,679.0,673.0,674.5,2367642
2025-06-18,05:45:00,TATAMOTORS.NS,674.4500122070312,674.7999877929688,671.5,672.75,833245
2025-06-18,06:45:00,TATAMOTORS.NS,672.9000244140625,673.0,668.7000122070312,670.2000122070312,1161277
2025-06-18,07:45:00,TATAMOTORS.NS,670.2000122070312,670.4500122070312,668.0,668.7000122070312,966032
2025-06-18,08:45:00,TATAMOTORS.NS,668.7000122070312,671.5,668.0499877929688,670.2999877929688,2023944
2025-06-18,09:45:00,TATAMOTORS.NS,670.2999877929688,670.5,669.0,669.75,833192
2025-06-19,03:45:00,TATAMOTORS.NS,670.75,675.9000244140625,670.5499877929688,671.2000122070312,0
2025-06-19,04:45:00,TATAMOTORS.NS,671.2000122070312,671.2000122070312,667.0,669.4000244140625,1733219
2025-06-19,05:45:00,TATAMOTORS.NS,669.2999877929688,671.9000244140625,668.6500244140625,671.2000122070312,896595
2025-06-19,06:45:00,TATAMOTORS.NS,671.0499877929688,672.4000244140625,666.75,669.75,1430079
2025-06-19,07:45:00,TATAMOTORS.NS,669.75,672.9000244140625,668.5999755859375,672.75,1093784
2025-06-19,08:45:00,TATAMOTORS.NS,672.8499755859375,676.0499877929688,671.8499755859375,672.0,2231248
2025-06-19,09:45:00,TATAMOTORS.NS,672.1500244140625,672.75,670.7000122070312,671.4000244140625,865171
2025-06-20,03:45:00,TATAMOTORS.NS,672.9000244140625,677.75,670.1500244140625,672.0499877929688,0
2025-06-20,04:45:00,TATAMOTORS.NS,672.0999755859375,677.4000244140625,672.0,676.25,1520241
2025-06-20,05:45:00,TATAMOTORS.NS,676.25,678.5,675.4000244140625,677.4000244140625,846360
2025-06-20,06:45:00,TATAMOTORS.NS,677.6500244140625,678.5,675.0499877929688,676.8499755859375,990032
2025-06-20,07:45:00,TATAMOTORS.NS,676.8499755859375,677.8499755859375,675.25,675.7999877929688,644945
2025-06-20,08:45:00,TATAMOTORS.NS,675.8499755859375,676.9000244140625,675.2999877929688,676.3499755859375,2854132
2025-06-20,09:45:00,TATAMOTORS.NS,676.2999877929688,676.8499755859375,675.5499877929688,675.5999755859375,2367637
2025-06-23,03:45:00,TATAMOTORS.NS,674.25,675.6500244140625,666.25,668.8499755859375,0
2025-06-23,04:45:00,TATAMOTORS.NS,669.0,673.4500122070312,668.7000122070312,671.0999755859375,1594443
2025-06-23,05:45:00,TATAMOTORS.NS,671.0999755859375,673.7000122070312,670.2999877929688,672.5,1059486
2025-06-23,06:45:00,TATAMOTORS.NS,672.5,672.7999877929688,669.6500244140625,670.5999755859375,1497447
2025-06-23,07:45:00,TATAMOTORS.NS,670.5999755859375,674.9000244140625,670.3499755859375,672.8499755859375,1208042
2025-06-23,08:45:00,TATAMOTORS.NS,672.75,674.0,670.7000122070312,670.9000244140625,1259571
2025-06-23,09:45:00,TATAMOTORS.NS,670.9500122070312,672.0,670.7000122070312,671.25,721393
2025-06-24,03:45:00,TATAMOTORS.NS,679.2000122070312,682.4000244140625,675.0999755859375,682.0,0
